sep=,
"Code","Description","Category","Last Cost","Avg. Cost","Excl. Price","Incl. Price","GP %","GP Amount","Qty on Hand","Active","Phys."
"MS6301104","MAJAX-3 630 c/w 1,10KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6301504","MAJAX-3 630 c/w 1,50KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MS6302204","MAJAX-3 630 c/w 2,20KW 4P 220V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT(FLP)5601104","Majax-2 560 c/w 1.1kW 4Pole 380V (Flame Proof)",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT100011004","MAJAX-3 1000 c/w 11,00KW 4P 380V","FM - DONKIN","R 3,940.50","3940.5","0","0","0","-3940.5","-5","Yes","Yes"
"MT100011006","MAJAX-3 1000 c/w 11,00KW 6P 380V","FM - DONKIN","R 3,940.50","3940.5","0","0","0","-3940.5","1","Yes","Yes"
"MT10001106","MAJAX-3 1000 c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT100015004","MAJAX-3 1000 c/w 15,00KW 4P 380V","FM - DONKIN","R 3,940.50","3940.5","0","0","0","-3940.5","3","Yes","Yes"
"MT10001506","MAJAX-3 1000 c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT100018504","MAJAX-3 1000 c/w 18,50KW 4P 380V","FM - DONKIN","R 49,784.83","49784.83","0","0","0","-49784.83","0","Yes","Yes"
"MT100022004","MAJAX-3 1000 c/w 22,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"MT10002206","MAJAX-3 1000 c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT100030004","MAJAX-3 1000 c/w 30,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT10003004","MAJAX-3 1000 c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT10003006","MAJAX-3 1000 c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT10004004","MAJAX-3 1000 c/w 4,00KW 4P 380V","FM - DONKIN","R 9,552.19","9552.19","0","0","0","-9552.19","0","Yes","Yes"
"MT10004006","MAJAX-3 1000 c/w 4,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT10004008","MAJAX-3 1000 c/w 4,00KW 8P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT10005504","MAJAX-3 1000 c/w 5,50KW 4P 380V","FM - DONKIN","R 13,279.03","13279.03","0","0","0","-13279.03","0","Yes","Yes"
"MT10005506","MAJAX-3 1000 c/w 5,50KW 6P 380V","FM - DONKIN","R 16,136.44","16136.44","0","0","0","-16136.44","0","Yes","Yes"
"MT10007504","MAJAX-3 1000 c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MT10007506","MAJAX-3 1000 c/w 7,50KW 6P 380V","FM - DONKIN","R 26,555.00","26555","0","0","0","-26555","0","Yes","Yes"
"MT125030004","Majax-2 1250 50.H.12-BIF c/w 30kW 4Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT160037006","MAJAX-3 1600 c/w 37,00KW 6P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT3150186","MAJAX-3 315 c/w 0,18KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT3150254","MAJAX-3 315 c/w 0,25KW 4P 380V","FM - DONKIN","R 4,018.68","4018.68","0","0","0","-4018.68","-18","Yes","Yes"
"MT3150372","Majax-3 315 c/w 0.37kW 2 Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT3150552","MAJAX-3 315 c/w 0,55KW 2P 380V","FM - DONKIN","R 4,018.68","4018.68","0","0","0","-4018.68","-23","Yes","Yes"
"MT3150556","MAJAX-3 315 c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT4000186","MAJAX-3 400 c/w 0,18KW 6P 380V","FM - DONKIN","R 2,180.00","2180","0","0","0","-2180","2","Yes","Yes"
"MT4000254","MAJAX-3 400 c/w 0,25KW 4P 380V","FM - DONKIN","R 4,808.70","4808.7","0","0","0","-4808.7","-2","Yes","Yes"
"MT4000374","MAJAX-3 400 c/w 0,37KW 4P 380V","FM - DONKIN","R 4,323.00","3174.33","0","0","0","-3174.33","2","Yes","Yes"
"MT4000552","MAJAX-3 400 c/w 0,55KW 2P 380V","FM - DONKIN","R 4,676.31","4676.31","0","0","0","-4676.31","-17","Yes","Yes"
"MT4001102","MAJAX-3 400 c/w 1,10KW 2P 380V","FM - DONKIN","R 4,664.00","3834.39","0","0","0","-3834.39","-8","Yes","Yes"
"MT4001502","MAJAX-3 400 c/w 1,50KW 2P 380V","FM - DONKIN","R 5,108.35","5108.35","0","0","0","-5108.35","-2","Yes","Yes"
"MT4002202","MAJAX-3 400 c/w 2,20KW 2P 380V","FM - DONKIN","R 5,580.89","5580.89","0","0","0","-5580.89","0","Yes","Yes"
"MT4007502","MAJAX 400 c/w 0.75kW 2Pole 380V",,"R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MT500","Majax 500 Impeller",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT5000186","MAJAX-3 500 c/w 0,18KW 6P 380V","FM - DONKIN","R 2,180.00","2180","0","0","0","-2180","1","Yes","Yes"
"MT5000254","MAJAX-3 500 c/w 0,25KW 4P 380V","FM - DONKIN","R 10,392.00","10392","0","0","0","-10392","0","Yes","Yes"
"MT5000374","MAJAX-3 500 c/w 0,37KW 4P 380V","FM - DONKIN","R 4,963.50","4963.5","0","0","0","-4963.5","-5","Yes","Yes"
"MT5000554","MAJAX-3 500 c/w 0,55KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MT5000556","MAJAX-3 500 c/w 0,55KW 6P 380V","FM - DONKIN","R 6,221.34","6221.34","0","0","0","-6221.34","0","Yes","Yes"
"MT5000754","MAJAX-3 500 c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-6","Yes","Yes"
"MT5001102","MAJAX-3 500 c/w 1,10KW 2P 380V","FM - DONKIN","R 13,674.48","11773.24","0","0","0","-11773.24","-8","Yes","Yes"
"MT5001104","MAJAX-3 500 c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"MT5001502","MAJAX-3 500 c/w 1,50KW 2P 380V","FM - DONKIN","R 10,969.00","10969","0","0","0","-10969","-3","Yes","Yes"
"MT5001504","MAJAX-3 500 c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT5002202","MAJAX-3 500 c/w 2,20KW 2P 380V","FM - DONKIN","R 6,146.44","10607.34","0","0","0","-10607.34","-2","Yes","Yes"
"MT5004002","MAJAX-3 500 c/w 4,00KW 2P 380V","FM - DONKIN","R 7,366.00","7366","0","0","0","-7366","-5","Yes","Yes"
"MT5600186","MAJAX-3 560 c/w 0,18KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT5600374","MAJAX-3 560 c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-5","Yes","Yes"
"MT5600554","MAJAX-3 560 c/w 0,55KW 4P 380V","FM - DONKIN","R 6,057.42","6057.42","0","0","0","-6057.42","-1","Yes","Yes"
"MT5600556","MAJAX-3 560 c/w 0,55KW 6P 380V","FM - DONKIN","R 518.94","518.94","0","0","0","-518.94","1","Yes","Yes"
"MT5600754","MAJAX-3 560 c/w 0,75KW 4P 380V","FM - DONKIN","R 5,649.00","5649","0","0","0","-5649","-1","Yes","Yes"
"MT5601102","MAJAX-3 560 c/w 1,10KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT5601104","MAJAX-3 560 c/w 1,10KW 4P 380V","FM - DONKIN","R 6,269.82","6230.54","0","0","0","-6230.54","1","Yes","Yes"
"MT5601502","MAJAX-3 560 c/w 1,50KW 2P 380V","FM - DONKIN","R 6,395.00","6395","0","0","0","-6395","1","Yes","Yes"
"MT5601504","MAJAX-3 560 c/w 1,50KW 4P 380V","FM - DONKIN","R 6,660.00","7194.67","0","0","0","-7194.67","-1","Yes","Yes"
"MT5602202","MAJAX-3 560 c/w 2,20KW 2P 380V","FM - DONKIN","R 7,167.96","7167.96","0","0","0","-7167.96","-5","Yes","Yes"
"MT5604002","MAJAX-3 560 c/w 4,00KW 2P 380V","FM - DONKIN","R 7,876.05","7876.05","0","0","0","-7876.05","0","Yes","Yes"
"MT5607502BIF","Majax-2 535 20.D.8-BIF-T200 c/w 7.5 kW 2 Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT6300186","MAJAX-3 630 c/w 0,18KW 6P 380V","FM - DONKIN","R 1,908.00","2597.6","0","0","0","-2597.6","5","Yes","Yes"
"MT6300374","MAJAX-3 630 c/w 0,37KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT6300554","MAJAX-3 630 c/w 0,55KW 4P 380V","FM - DONKIN","R 2,770.00","2770","0","0","0","-2770","-2","Yes","Yes"
"MT6300556","MAJAX-3 630 c/w 0,55KW 6P 380V","FM - DONKIN","R 6,943.86","6943.86","0","0","0","-6943.86","0","Yes","Yes"
"MT6300754","MAJAX-3 630 c/w 0,75KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MT6300756","MAJAX-3 630 c/w 0,75KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT63011002","MAJAX-3 630 c/w 11,00KW 2P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT6301104","MAJAX-3 630 c/w 1,10KW 4P 380V","FM - DONKIN","R 8,466.29","8466.29","0","0","0","-8466.29","-15","Yes","Yes"
"MT6301504","MAJAX-3 630 c/w 1,50KW 4P 380V","FM - DONKIN","R 7,314.90","7314.9","0","0","0","-7314.9","-7","Yes","Yes"
"MT6302204","MAJAX-3 630 c/w 2,20KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MT6303004","MAJAX-3 630 c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"MT6305502","MAJAX-3 630 c/w 5,50KW 2P 380V","FM - DONKIN","R 2,908.00","2908","0","0","0","-2908","0","Yes","Yes"
"MT6307502","MAJAX-3 630 c/w 7,50KW 2P 380V","FM - DONKIN","R 11,339.20","11339.2","0","0","0","-11339.2","-6","Yes","Yes"
"MT6307502BIF","MAJAX-3 630 (BIFUCATED) c/w 0,75KW 4P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7100554","MAJAX-3 710 c/w 0,55KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT7100556","MAJAX-3 710 c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7100754","MAJAX-3 710 c/w 0,75KW 4P 380V","FM - DONKIN","R 6,492.37","6492.37","0","0","0","-6492.37","0","Yes","Yes"
"MT7101104","MAJAX-3 710 c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MT7101106","MAJAX-3 710 c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7101504","MAJAX-3 710 c/w 1,50KW 4P 380V","FM - DONKIN","R 14,506.00","14506","0","0","0","-14506","-6","Yes","Yes"
"MT7101506","MAJAX-3 710 c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7102204","MAJAX-3 710 c/w 2,20KW 4P 380V","FM - DONKIN","R 9,384.52","9384.52","0","0","0","-9384.52","-5","Yes","Yes"
"MT7102206","MAJAX-3 710 c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7103004","MAJAX-3 710 c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MT7103006","MAJAX-3 710 c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7104004","MAJAX-3 710 c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"MT7104006","MAJAX-3 710 c/w 4,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7105504","MAJAX-3 710 c/w 5,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7105506","MAJAX-3 710 c/w 5,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7107504","MAJAX-3 710 c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT7603004","Majax-2 760-32-E-8 c/w 3.0KW 4P 380V",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT8000556","MAJAX-3 800 c/w 0,55KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-3","Yes","Yes"
"MT80011004","MAJAX-3 800 c/w 11,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8001106","MAJAX-3 800 c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"MT8001504","MAJAX-3 800 c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8001506","MAJAX-3 800 c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8002204","MAJAX-3 800 c/w 2,20KW 4P 380V","FM - DONKIN","R 7,954.28","7954.28","0","0","0","-7954.28","1","Yes","Yes"
"MT8002204.","MAJAX-2 800 c/w 2,20KW 4P 380V - FUMAX",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8002206","MAJAX-3 800 c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8003004","MAJAX-3 800 c/w 3,00KW 4P 380V","FM - DONKIN","R 8,741.88","8741.88","0","0","0","-8741.88","-20","Yes","Yes"
"MT8003006","MAJAX-3 800 c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT8004004","MAJAX-3 800 c/w 4,00KW 4P 380V","FM - DONKIN","R 17,409.60","17409.6","0","0","0","-17409.6","-2","Yes","Yes"
"MT8005504","MAJAX-3 800 c/w 5,50KW 4P 380V","FM - DONKIN","R 12,400.02","12400.02","0","0","0","-12400.02","-2","Yes","Yes"
"MT8007504","MAJAX-3 800 c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT90011004","MAJAX-3 900 c/w 11,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9001104","MAJAX-3 900 c/w 1,10KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9001106","MAJAX-3 900 c/w 1,10KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9001504","MAJAX-3 900 c/w 1,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9001506","MAJAX-3 900 c/w 1,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9002204","MAJAX-3 900 c/w 2,20KW 4P 380V","FM - DONKIN","R 9,327.96","9327.96","0","0","0","-9327.96","1","Yes","Yes"
"MT9002206","MAJAX-3 900 c/w 2,20KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9003004","MAJAX-3 900 c/w 3,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9003006","MAJAX-3 900 c/w 3,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9004004","MAJAX-3 900 c/w 4,00KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9004006","MAJAX-3 900 c/w 4,00KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9005504","MAJAX-3 900 c/w 5,50KW 4P 380V","FM - DONKIN","R 18,403.56","18403.56","0","0","0","-18403.56","-7","Yes","Yes"
"MT9005506","MAJAX-3 900 c/w 5,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","-1","Yes","Yes"
"MT9007504","MAJAX-3 900 c/w 7,50KW 4P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT9007506","MAJAX-3 900 c/w 7,50KW 6P 380V","FM - DONKIN","R 0.00","0","0","0","0","0","0","Yes","Yes"
"MTB8005504","MAJAX-Bifucated 800 c/w 5.5kW 4Pole 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MTBELT 500 20.C.8","MAJAX-2 500 BAREFAN BELT DRIVEN",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MTPL5000374","Majax-2 Plate Mounted 500 20.C.8 c/w 0.37 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MTPL7102204","Majax-2 Plate Mounted 710 20.D.8 c/w 2.2 kW 4 Pole 380 V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"MT-PROMIG 250T","PROMIG 250T MACHINE",,"R 15,100.00","15100","0","0","0","-15100","2","Yes","Yes"
"N3002-TUNBOOT-600-00-07","TUNGSTEN BOOT BLACK 7","FM - UNIFORM","R 607.83","607.83","0","0","0","-607.83","0","Yes","Yes"
"NAME PLATES","Name plates/ engraving plates",,"R 31.55","31.55","0","0","0","-31.55","700","Yes","Yes"
"New .Impeller","400D",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"NITRO PRO","includes PDF Editing (Windows, Mac, iOS), unlimited eSigning, and Customer Support.",,"R 3,812.63","3812.63","0","0","0","-3812.63","1","Yes","Yes"
"NONE","AIRMAX-2.850 WALL MOUNT","FM - DONKIN","R 0.00","0","0","0","0","0","-4","Yes","Yes"
"Non-Taxable Extra's","Non-Taxable Extra's","Accessories","R 1,950.00","1950","0","0","0","-1950","2","Yes","Yes"
"NRD","Non Return Discharge Dampers",,"R 7,803.96","709.45","0","0","0","-709.45","11","Yes","Yes"
"NS40/610/610/300","HEPA FILTER 4000M3/H",,"R 4,928.00","4928","0","0","0","-4928","5","Yes","Yes"
"NS40/610/610/300.","HEPA FILTER 4000M/H",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"OUTSTANDING BALANCE","Outstanding Balance for industrial Fans",,"R 0.00","0","0","0","0","0","-4","Yes","Yes"
"Paint Booth Filters","With Renu Frames, WMS and Disposable",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"PAINT-WORKS","SPRAY PAINT INLET CONES","FM - PAINTING","R 0.00","0","0","0","0","0","-2","Yes","Yes"
"Partial Payment","Industrial fan - Partial Payment",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"PD2","White",,"R 58.37","58.37","0","0","0","-58.37","8","Yes","Yes"
"PHPM20B","M20 SCREW-IN BLANKING PLUGS (BLK)",,"R 7.20","6.96","0","0","0","-6.96","300","Yes","Yes"
"PINE","CRATING 25X114X1.8M",,"R 66.00","28.75","0","0","0","-28.75","536","Yes","Yes"
"PINE - BXXX 50X76X6.0M","PINE - BXXX 50X76X6.0M",,"R 158.00","146.33","0","0","0","-146.33","71","Yes","Yes"
"PINE - CRATING 25X114X3 .6M","PINE - CRATING 25X114X3 .6M",,"R 66.00","53.48","0","0","0","-53.48","115","Yes","Yes"
"PINE-S5","PINE - S5 38X114X6.0M","CRATING","R 153.00","153","0","0","0","-153","10","Yes","Yes"
"Pl Blades","Plastic Blades","FM - IMPELLER","R 42.00","42","42","48.3","0","0","1305","Yes","Yes"
"Pl Blanks","Plastic Blanks","FM - IMPELLER","R 11.00","11","11","12.65","0","0","290","Yes","Yes"
"Plasma Cuts","Sheets cut(10), Plates cut(56) & Ends Cut(60)",,"R 5,600.00","5600","0","0","0","-5600","1","Yes","Yes"
"PMGB20-13.5","M20 NYLON COMPRESSION GLAND GREY",,"R 5.22","5.22","0","0","0","-5.22","800","Yes","Yes"
"PMGB25-18","M25 NYLON COMPRESSION GLAND GREY",,"R 7.11","7.11","0","0","0","-7.11","400","Yes","Yes"
"POZI SELF TAPPER - 10","No10 (4 .8mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981","FASTENERS","R 0.30","0.3","0","0","0","-0.3","2040","Yes","Yes"
"POZI SELF TAPPER - 10 (S/S)","No10 (4.8mm)x19 PAN/HD POZI SELF TAPPER - S/S 304 - A2","FASTENERS","R 0.70","0.7","0","0","0","-0.7","1000","Yes","Yes"
"POZI SELF TAPPER - 12","No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER 10X19 7981","FASTENERS","R 0.38","0.38","0","0","0","-0.38","600","Yes","Yes"
"POZI SELF TAPPER - 12 (S/S)","No12 (5.5mm)x19 PAN/HD POZI SELF TAPPER - (S/S)","FASTENERS","R 2.00","2","0","0","0","-2","100","Yes","Yes"
"PQ3070-2RH","0.37KW 2P 400V PAD","MOTORS","R 0.00","0","0","0","0","0","0","Yes","Yes"
"PQ3083-4RH","0.75KW 4P 400V PAD","MOTORS","R 0.00","0","0","0","0","0","0","Yes","Yes"
"PQ3090-4RH","1.1KW 4P 400V PAD","MOTORS","R 0.00","0","0","0","0","0","0","Yes","Yes"
"PR3mm x 1300mm","New W11F 3mm x 1300mm Plate Roller",,"R 77,000.00","77000","0","0","0","-77000","1","Yes","Yes"
"PRA GLAND FLP Exde BRASS CPR N*1 M20","PRA GLAND FLP Exde BRASS CPR N*1 M20",,"R 225.50","232.8","0","0","0","-232.8","8","Yes","Yes"
"PRA LOCKNUT BRASS No 0 & 1 - M20","PRA LOCKNUT BRASS No 0 & 1 - M20",,"R 8.57","8.57","0","0","0","-8.57","4","Yes","Yes"
"PRA LOCKNUT BRASS No 2 - M25","PRA LOCKNUT BRASS No 2 - M25",,"R 13.56","13.56","0","0","0","-13.56","4","Yes","Yes"
"PRA REDUCER FLP Ex d/e 25M-20F","PRA REDUCER FLP Ex d/e 25M-20F",,"R 81.49","81.49","0","0","0","-81.49","4","Yes","Yes"
"PROGRAM - Customized Programming Service","Development of web Based Fan Selection Program",,"R 30,000.00","30000","0","0","0","-30000","6","Yes","Yes"
"Project Name","The Precint",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"PRPFAN822","FAC30/4 Propeller Fan",,"R 1,447.50","1447.5","0","0","0","-1447.5","1","Yes","Yes"
"PTAVAV23795","VCD 200 S595 SW 1.00KW MLM 24V Master",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"PTAVAV23796","VCD 250 S595 SW 1.25KW MLM 24V Master",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"PVT/20","PVT/20 c/w 130W 2880RPM 220V",,"R 0.00","0","0","0","0","0","10","Yes","Yes"
"PVT/30","PVT/30 c/w 380W 2800RPM 220V",,"R 1,612.50","537.5","0","0","0","-537.5","9","Yes","Yes"
"PVT/40","PVT/40 c/w 1.1kW 2800RPM 220V",,"R 0.00","0","0","0","0","0","10","Yes","Yes"
"PVT/50","PVT /50 c/w 2.2KkW 2800RPM 220V",,"R 6,574.40","2965.69","0","0","0","-2965.69","10","Yes","Yes"
"PWT PI150 0R7G3Z","PI150 VSD 0.75KW 380V IP20 BRK",,"R 3,808.90","3808.9","0","0","0","-3808.9","2","Yes","Yes"
"QCP-","Data Book",,"R 0.00","0","0","0","0","0","-16","Yes","Yes"
"QD GP 25LT","QD GREY PRIMER 25LT","CONSUMABLES","R 1,173.91","1173.91","0","0","0","-1173.91","1","Yes","Yes"
"QD GP 5LT","QD GREY PRIMER 5LT",,"R 243.48","243.48","0","0","0","-243.48","1","Yes","Yes"
"QD MIX 25LT","QD MIX 25LT MINES GREY","CONSUMABLES","R 1,691.30","1691.3","0","0","0","-1691.3","1","Yes","Yes"
"R30 MD II ATEX","R30 MD II ATEX 3G/D II GOR 1.1kW ATEX II 2G Ex db eb IIC T3 GB- B14 IIC T3 130 V220/380 -50 Hz IE3",,"R 64,014.72","64014.72","0","0","0","-64014.72","0","Yes","Yes"
"RA","1500x600x850 long Rectangular Attenuator",,"R 7,907.00","7907","0","0","0","-7907","0","Yes","Yes"
"RAD100","RAD 100","FM - KAYITES","R 460.87","460.87","0","0","0","-460.87","-8","Yes","Yes"
"RAD125","RAD 125","FM - KAYITES","R 516.49","516.49","0","0","0","-516.49","11","Yes","Yes"
"RAD150","RAD 150","FM - KAYITES","R 517.79","517.79","0","0","0","-517.79","11","Yes","Yes"
"RAD160","RAD 160","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"RAD200","RAD 200","FM - KAYITES","R 706.07","706.07","0","0","0","-706.07","9","Yes","Yes"
"RAD250","RAD 250","FM - KAYITES","R 776.68","776.68","0","0","0","-776.68","34","Yes","Yes"
"RAD315","RAD 315","FM - KAYITES","R 941.43","941.43","0","0","0","-941.43","-4","Yes","Yes"
"RAD355","RAD 355","FM - KAYITES","R 1,750.18","1684.24","0","0","0","-1684.24","16","Yes","Yes"
"RB Flex","Flexible connection",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"RB7/0.5","SISW c/w 0.55 kW 2P 380V",,"R 0.00","0","0","0","0","0","0","Yes","Yes"
"REC10050","REC 100-50","FM - KAYITES","R 10,123.17","10123.17","0","0","0","-10123.17","1","Yes","Yes"
"REC3015","REC 30-15","FM - KAYITES","R 0.00","0","0","0","0","0","2","Yes","Yes"
"REC4020A","REC 40-20 A","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"REC4020B","REC 40-20 B","FM - KAYITES","R 0.00","0","0","0","0","0","2","Yes","Yes"
"REC5025","REC 50-25","FM - KAYITES","R 1,978.55","989.28","0","0","0","-989.28","0","Yes","Yes"
"REC6030","REC 60-30","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"REC6035","REC 60-35","FM - KAYITES","R 3,655.15","3603.38","0","0","0","-3603.38","1","Yes","Yes"
"REC7040","REC 70-40","FM - KAYITES","R 4,569.85","4569.86","0","0","0","-4569.86","0","Yes","Yes"
"REC8050","REC 80-50","FM - KAYITES","R 0.00","0","0","0","0","0","0","Yes","Yes"
"RECT ATT","1100 X 1100 and 1500mm Long",,"R 2,985.00","2985","0","0","0","-2985","-14","Yes","Yes"
"REFURBISHING","FAN REFURBISHMENT",,"R 0.00","0","0","0","0","0","-1","Yes","Yes"
"RENTAL","RENTAL",,"R 42,400.00","41800","0","0","0","-41800","12","Yes","Yes"
"REPAIR-BLADE","315 X 70 Wide Radical Bladed Fan - Existing Inlet ring removed - New one Manufactured & re-assembled","CONSUMABLES","R 1,625.00","1625","0","0","0","-1625","0","Yes","Yes"
