Item Movement Report
Fan Movement (Pty) Ltd,,,Start Date:,01/03/2020
30/05/2025,SIV3122,Supplier Invoice,MG AUTO PAINT (PTY) LTD,1.00
Total for Item:,QD GP 5LT - QD GREY PRIMER 5LT,,,1.00
QD MIX 25LT - QD MIX 25LT MINES GREY
30/03/2026,SIV3855,Supplier Invoice,MG AUTO PAINT (PTY) LTD,1.00
Total for Item:,QD MIX 25LT - QD MIX 25LT MINES GREY,,,1.00
RA - 1500x600x850 long Rectangular Attenuator
17/06/2025,INV3801,Tax Invoice,Nompilo Engineering,-3.00
17/06/2025,INV3801,Tax Invoice,Nompilo Engineering,-3.00
18/06/2025,SIV3147,Supplier Invoice,Attenu-Tec,3.00
18/06/2025,SIV3147,Supplier Invoice,Attenu-Tec,3.00
Total for Item:,RA - 1500x600x850 long Rectangular Attenuator,,,0.00
RAD100 - RAD 100
07/09/2023,,Adjustment,,10.00
13/12/2023,INV2721,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
03/04/2024,INV2937,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
10/04/2024,INV2951,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
10/10/2024,INV3323,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
08/11/2024,INV3403,Tax Invoice,Sulit Projects,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
10/12/2024,INV3477,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
11/12/2024,INV3483,Tax Invoice,Compu Cool (Pty) Ltd,-1.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,20.00
06/05/2025,INV3719,Tax Invoice,TSI PROJECTS,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
11/12/2025,INV4292,Tax Invoice,Karaeo (PTY) LTD,-1.00
10/02/2026,INV4375,Tax Invoice,Maddox Adams International SA cc,-2.00
06/03/2026,INV4450,Tax Invoice,Voltex Thohoyandou,-16.00
Total for Item:,RAD100 - RAD 100,,,-8.00
RAD125 - RAD 125
13/12/2023,INV2721,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-4.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,20.00
12/05/2025,INV3735,Tax Invoice,Butec,-1.00
04/05/2026,INV4580,Tax Invoice,Sulit Projects,-1.00
Total for Item:,RAD125 - RAD 125,,,11.00
RAD150 - RAD 150
07/09/2023,,Adjustment,,13.00
13/09/2023,SIV1929,Supplier Invoice,Kayites,10.00
27/09/2023,INV2488,Tax Invoice,Right Price Airconditioning (Pty) Ltd,-1.00
27/10/2023,INV2567,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-3.00
16/11/2023,INV2621,Tax Invoice,Nado Technical Services & Industrial Supplies,-1.00
16/11/2023,INV2623,Tax Invoice,D-Teq Air (Pty) Ltd,-1.00
27/11/2023,INV2664,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-1.00
12/12/2023,SIV2115,Supplier Invoice,Kayites,10.00
13/12/2023,INV2720,Tax Invoice,Enviroware Construction (Pty) Ltd,-10.00
13/12/2023,INV2721,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
14/12/2023,INV2735,Tax Invoice,Hucra Fans,-2.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
14/02/2024,INV2819,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
11/03/2024,INV2883,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
12/03/2024,INV2884,Tax Invoice,Hucra Fans,-1.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
25/03/2024,INV2917,Tax Invoice,Hucra Fans,-2.00
26/03/2024,INV2921,Tax Invoice,First Cool cc,-1.00
03/04/2024,INV2937,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
15/05/2024,INV3018,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
03/06/2024,INV3053,Tax Invoice,Matla Solution Group,-1.00
10/06/2024,INV3068,Tax Invoice,Matla Solution Group,-1.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-15.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-1.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-1.00
29/08/2024,SIV2488,Supplier Invoice,Kayites,25.00
06/09/2024,INV3261,Tax Invoice,Prospec Engineering,-3.00
10/10/2024,INV3323,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
18/10/2024,INV3345,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
30/10/2024,INV3381,Tax Invoice,YOUR TRADE 177 CC t/a J.B Refrigeration,-1.00
30/10/2024,INV3382,Tax Invoice,Roga Projects,-1.00
07/11/2024,SIV2648,Supplier Invoice,Kayites,5.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
17/01/2025,INV3508,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
13/02/2025,INV3565,Tax Invoice,Breezeair Technical Services,-12.00
05/03/2025,INV3616,Tax Invoice,YOUR TRADE 177 CC t/a J.B Refrigeration,-1.00
20/03/2025,INV3645,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,20.00
20/06/2025,INV3811,Tax Invoice,Butec,-1.00
14/07/2025,INV3867,Tax Invoice,Matla Solution Group,-1.00
13/08/2025,SIV3461,Supplier Invoice,Kayites,5.00
22/08/2025,INV3956,Tax Invoice,Hucra Fans,-2.00
22/08/2025,INV3959,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
02/09/2025,SIV3463,Supplier Invoice,Kayites,20.00
15/09/2025,INV4008,Tax Invoice,Silungisa Ugesi,-1.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4027,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
10/10/2025,INV4078,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
20/10/2025,INV4105,Tax Invoice,Sphetho Trading Pty Ltd,-1.00
21/10/2025,INV4111,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-2.00
11/12/2025,INV4292,Tax Invoice,Karaeo (PTY) LTD,-1.00
02/03/2026,INV4435,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-1.00
11/03/2026,INV4462,Tax Invoice,Compu Cool (Pty) Ltd,-1.00
16/03/2026,INV4475,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-1.00
Total for Item:,RAD150 - RAD 150,,,11.00
RAD200 - RAD 200
29/05/2023,INV2206,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-11.00
26/07/2023,INV2326,Tax Invoice,Hucra Fans,-2.00
07/09/2023,,Adjustment,,13.00
13/09/2023,SIV1929,Supplier Invoice,Kayites,20.00
27/11/2023,INV2664,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-5.00
05/12/2023,INV2688,Tax Invoice,Hucra Fans,-1.00
12/12/2023,SIV2115,Supplier Invoice,Kayites,10.00
13/12/2023,INV2720,Tax Invoice,Enviroware Construction (Pty) Ltd,-10.00
13/12/2023,INV2721,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
13/12/2023,SIV2117,Supplier Invoice,Kayites,10.00
13/12/2023,SIV2128,Supplier Invoice,Kayites,10.00
14/12/2023,INV2735,Tax Invoice,Hucra Fans,-2.00
16/01/2024,INV2756,Tax Invoice,Breezeair Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-2.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
06/02/2024,INV2793,Tax Invoice,Right Price Airconditioning (Pty) Ltd,-2.00
06/03/2024,INV2875,Tax Invoice,Breezeair Technical Services,-1.00
11/03/2024,INV2883,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
18/03/2024,INV2899,Tax Invoice,Aircycle Engineering CC,-4.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
25/03/2024,INV2917,Tax Invoice,Hucra Fans,-2.00
03/04/2024,INV2937,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
10/04/2024,INV2951,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
14/05/2024,INV3015,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-3.00
23/05/2024,INV3034,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
06/06/2024,INV3057,Tax Invoice,Right Price Airconditioning (Pty) Ltd,-2.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-5.00
09/07/2024,INV3130,Tax Invoice,Midrand Air Services (Pty) Ltd,-1.00
19/07/2024,INV3152,Tax Invoice,Aircontech Technologies,-1.00
19/08/2024,INV3217,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
29/08/2024,SIV2488,Supplier Invoice,Kayites,25.00
12/09/2024,INV3267,Tax Invoice,Prospec Engineering,-1.00
04/10/2024,INV3309,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-3.00
04/10/2024,INV3309,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
04/10/2024,INV3309,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
16/10/2024,INV3340,Tax Invoice,Hucra Fans,-1.00
17/10/2024,INV3343,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
18/10/2024,INV3345,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-2.00
07/11/2024,SIV2648,Supplier Invoice,Kayites,5.00
08/11/2024,INV3403,Tax Invoice,Sulit Projects,-1.00
12/11/2024,INV3408,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-1.00
15/11/2024,INV3419,Tax Invoice,New Life Embassy,-1.00
18/11/2024,INV3425,Tax Invoice,DRAKE & GORHAM (Zambia) Ltd.,-1.00
03/12/2024,INV3459,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-3.00
04/12/2024,INV3462,Tax Invoice,Prospec Engineering,-2.00
31/01/2025,INV3539,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-1.00
21/02/2025,INV3593,Tax Invoice,Sulit Projects,-1.00
27/02/2025,INV3605,Tax Invoice,On Site Gas Systems international (Pty) Ltd,-1.00
28/02/2025,INV3610,Tax Invoice,New Life Embassy,-1.00
19/03/2025,INV3644,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
25/04/2025,INV3712,Tax Invoice,Butec,-6.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,20.00
06/05/2025,INV3719,Tax Invoice,TSI PROJECTS,-1.00
13/05/2025,SIV3048,Supplier Invoice,Kayites,41.00
14/05/2025,INV3745,Tax Invoice,Sulit Projects,-1.00
15/05/2025,INV3746,Tax Invoice,SJ Global Construction,-29.00
15/05/2025,INV3746,Tax Invoice,SJ Global Construction,-10.00
26/06/2025,INV3823,Tax Invoice,Optimal Air CC,-2.00
27/06/2025,INV3827,Tax Invoice,Compu Cool (Pty) Ltd,-1.00
14/07/2025,INV3867,Tax Invoice,Matla Solution Group,-1.00
14/07/2025,INV3867,Tax Invoice,Matla Solution Group,-1.00
23/07/2025,INV3890,Tax Invoice,Butec,-1.00
24/07/2025,INV3893,Tax Invoice,Bluetech Fans,-1.00
30/07/2025,INV3910,Tax Invoice,Kenneth,-1.00
13/08/2025,SIV3461,Supplier Invoice,Kayites,15.00
13/08/2025,SIV3461,Supplier Invoice,Kayites,1.00
14/08/2025,INV3940,Tax Invoice,Kenneth,-1.00
01/09/2025,INV3977,Tax Invoice,PCE GROUP PTY LTD,-12.00
02/09/2025,SIV3463,Supplier Invoice,Kayites,20.00
08/09/2025,INV3988,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
15/09/2025,INV4011,Tax Invoice,DJ Air Conditioning ,-1.00
18/09/2025,INV4021,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
02/10/2025,INV4059,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
03/10/2025,INV4061,Tax Invoice,D-Teq Air (Pty) Ltd,-1.00
03/10/2025,INV4063,Tax Invoice,Robust Ventilation Systems,-3.00
14/10/2025,INV4092,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
17/10/2025,INV4104,Tax Invoice,Centrifab (Pty) Ltd,-1.00
20/10/2025,INV4105,Tax Invoice,Sphetho Trading Pty Ltd,-1.00
21/10/2025,INV4109,Tax Invoice,ST AIR SERVICES AND MAINTENANCE (PTY) LTD,-3.00
21/10/2025,INV4111,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-2.00
31/10/2025,INV4155,Tax Invoice,Sphetho Trading Pty Ltd,-1.00
06/11/2025,INV4178,Tax Invoice,Karaeo (PTY) LTD,-3.00
14/11/2025,INV4212,Tax Invoice,Karaeo (PTY) LTD,-2.00
18/11/2025,INV4219,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
10/12/2025,INV4286,Tax Invoice,New Life Embassy,-1.00
05/02/2026,INV4366,Tax Invoice,Sulit Projects,-1.00
25/02/2026,INV4423,Tax Invoice,Voltex Thohoyandou,-8.00
27/02/2026,INV4431,Tax Invoice,ADC Engineers,-1.00
13/03/2026,INV4472,Tax Invoice,Compu Cool (Pty) Ltd,-1.00
20/03/2026,INV4491,Tax Invoice,Vigeta Pty Ltd,-1.00
30/03/2026,CRN1077,Credit Note,Voltex Thohoyandou,8.00
31/03/2026,CRN1079,Credit Note,Voltex Thohoyandou,8.00
Total for Item:,RAD200 - RAD 200,,,9.00
RAD250 - RAD 250
14/06/2023,INV2230,Tax Invoice,kk Ice Master,-1.00
26/06/2023,INV2249,Tax Invoice,MK Technical Services (PTY) LTD,-3.00
01/09/2023,INV2433,Tax Invoice,Hucra Fans,-2.00
07/09/2023,,Adjustment,,11.00
13/09/2023,SIV1929,Supplier Invoice,Kayites,10.00
18/09/2023,INV2465,Tax Invoice,Intervent-Universal (Pty) Ltd,-1.00
21/09/2023,INV2479,Tax Invoice,Air Speration (Pty) Ltd,-1.00
27/10/2023,INV2567,Tax Invoice,Airpro Fans and Blowers (Pty) Ltd,-1.00
30/10/2023,INV2572,Tax Invoice,Enviroware Construction (Pty) Ltd,-11.00
11/12/2023,INV2703,Tax Invoice,Ampair (Pty) Ltd,-1.00
12/12/2023,SIV2115,Supplier Invoice,Kayites,10.00
12/12/2023,INV2717,Tax Invoice,Hucra Fans,-6.00
13/12/2023,SIV2117,Supplier Invoice,Kayites,20.00
13/12/2023,SIV2128,Supplier Invoice,Kayites,30.00
14/12/2023,INV2724,Tax Invoice,Arctic Air (Pty) Ltd,-1.00
31/01/2024,INV2784,Tax Invoice,Hucra Fans,-1.00
13/02/2024,INV2809,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
14/02/2024,INV2819,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
16/02/2024,INV2831,Tax Invoice,Hucra Fans,-2.00
21/02/2024,INV2847,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-2.00
29/02/2024,INV2860,Tax Invoice,Nado Technical Services & Industrial Supplies,-1.00
29/02/2024,INV2861,Tax Invoice,YOUR TRADE 177 CC t/a J.B Refrigeration,-1.00
13/03/2024,INV2891,Tax Invoice,Ducting SA,-5.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
25/03/2024,INV2917,Tax Invoice,Hucra Fans,-2.00
03/04/2024,INV2937,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
18/04/2024,INV2964,Tax Invoice,EZ Tech,-1.00
24/04/2024,INV2979,Tax Invoice,EZ Tech,-3.00
26/04/2024,INV2984,Tax Invoice,First Cool cc,-1.00
20/05/2024,INV3029,Tax Invoice,Wright Air,-2.00
23/05/2024,INV3034,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
27/05/2024,INV3043,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
03/06/2024,INV3053,Tax Invoice,Matla Solution Group,-1.00
27/06/2024,INV3104,Tax Invoice,Aircycle Engineering CC,-2.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-3.00
15/07/2024,INV3144,Tax Invoice,Butec,-1.00
19/07/2024,INV3156,Tax Invoice,Hucra Fans,-2.00
23/07/2024,INV3160,Tax Invoice,Breezeair Technical Services,-7.00
30/07/2024,INV3187,Tax Invoice,Xtreme Air Control (Pty) Ltd,-1.00
19/08/2024,INV3220,Tax Invoice,Butec,-1.00
29/08/2024,SIV2488,Supplier Invoice,Kayites,5.00
02/09/2024,INV3245,Tax Invoice,Optimal Air CC,-1.00
18/10/2024,INV3346,Tax Invoice,YOUR TRADE 177 CC t/a J.B Refrigeration,-2.00
22/10/2024,INV3358,Tax Invoice,Tiriyo Tech,-1.00
31/10/2024,INV3383,Tax Invoice,Butec,-1.00
07/11/2024,SIV2648,Supplier Invoice,Kayites,10.00
15/11/2024,INV3422,Tax Invoice,TSI PROJECTS,-1.00
10/01/2025,INV3498,Tax Invoice,Hucra Fans,-4.00
17/01/2025,INV3505,Tax Invoice,Hucra Fans,-2.00
07/02/2025,INV3552,Tax Invoice,Hucra Fans,-2.00
27/02/2025,INV3603,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
27/02/2025,INV3605,Tax Invoice,On Site Gas Systems international (Pty) Ltd,-2.00
20/03/2025,INV3648,Tax Invoice,Hucra Fans,-2.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,20.00
06/05/2025,INV3723,Tax Invoice,Hucra Fans,-1.00
13/05/2025,SIV3048,Supplier Invoice,Kayites,15.00
13/05/2025,SIV3048,Supplier Invoice,Kayites,1.00
15/05/2025,INV3746,Tax Invoice,SJ Global Construction,-1.00
23/05/2025,INV3764,Tax Invoice,Hucra Fans,-2.00
25/06/2025,INV3817,Tax Invoice,Global Cooling,-1.00
30/06/2025,INV3830,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
10/07/2025,INV3858,Tax Invoice,DJ Air Conditioning ,-1.00
14/07/2025,INV3867,Tax Invoice,Matla Solution Group,-1.00
21/07/2025,INV3882,Tax Invoice,SJ Global Construction,-8.00
25/07/2025,INV3901,Tax Invoice,Hucra Fans,-1.00
13/08/2025,SIV3461,Supplier Invoice,Kayites,3.00
27/08/2025,INV3965,Tax Invoice,Intervent-Universal (Pty) Ltd,-20.00
27/08/2025,CRN1071,Credit Note,Intervent-Universal (Pty) Ltd,11.00
02/09/2025,SIV3463,Supplier Invoice,Kayites,40.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
22/09/2025,INV4028,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
21/10/2025,INV4111,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-1.00
21/10/2025,INV4112,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-2.00
21/10/2025,INV4118,Tax Invoice,Fans Maintenance and More (Pty) Ltd,-2.00
31/10/2025,INV4155,Tax Invoice,Sphetho Trading Pty Ltd,-1.00
14/11/2025,INV4212,Tax Invoice,Karaeo (PTY) LTD,-2.00
18/11/2025,INV4219,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
27/11/2025,INV4250,Tax Invoice,First Cool cc,-1.00
10/12/2025,INV4287,Tax Invoice,M and F Airconditioning Services,-1.00
17/02/2026,INV4396,Tax Invoice,ZEFS More Vision,-1.00
20/02/2026,INV4411,Tax Invoice,Hucra Fans,-3.00
05/03/2026,INV4443,Tax Invoice,Chabo & Joubert Air Conditioning (Pty) Ltd,-1.00
16/03/2026,INV4476,Tax Invoice,Atlas Air Conditioning (Pty) Ltd,-1.00
21/04/2026,INV4557,Tax Invoice,MBS Elecmech Group CC,-1.00
Total for Item:,RAD250 - RAD 250,,,34.00
RAD315 - RAD 315
29/06/2023,INV2262,Tax Invoice,Aircycle Engineering CC,-1.00
26/07/2023,INV2326,Tax Invoice,Hucra Fans,-4.00
30/08/2023,INV2421,Tax Invoice,Intervent-Universal (Pty) Ltd,-1.00
01/09/2023,INV2434,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-2.00
07/09/2023,,Adjustment,,11.00
13/09/2023,,Adjustment,,10.00
13/09/2023,SIV1929,Supplier Invoice,Kayites,10.00
13/09/2023,,Adjustment,,-10.00
29/09/2023,INV2493,Tax Invoice,D-Teq Air (Pty) Ltd,-2.00
03/10/2023,INV2504,Tax Invoice,HVAC Maintenance (Pty) Ltd,-1.00
06/10/2023,INV2510,Tax Invoice,Hucra Fans,-1.00
25/10/2023,INV2556,Tax Invoice,St. Air Projects and Engineering (Pty) Ltd,-2.00
27/10/2023,INV2566,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
30/10/2023,INV2572,Tax Invoice,Enviroware Construction (Pty) Ltd,-4.00
09/11/2023,INV2606,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
07/12/2023,INV2699,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-3.00
12/12/2023,SIV2115,Supplier Invoice,Kayites,10.00
12/12/2023,INV2719,Tax Invoice,Hucra Fans,-1.00
13/12/2023,INV2721,Tax Invoice,Enviroware Construction (Pty) Ltd,-4.00
13/12/2023,SIV2117,Supplier Invoice,Kayites,30.00
13/12/2023,SIV2128,Supplier Invoice,Kayites,60.00
14/12/2023,INV2732,Tax Invoice,DJ Air Conditioning ,-1.00
14/12/2023,INV2735,Tax Invoice,Hucra Fans,-1.00
19/01/2024,INV2765,Tax Invoice,Ducttech CC,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2769,Tax Invoice,Usizo Technical Services,-1.00
23/01/2024,INV2770,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
15/02/2024,INV2825,Tax Invoice,Cold Control Services Pty Ltd,-1.00
15/02/2024,INV2826,Tax Invoice,Airmatix Aircon & Refrigeration Services,-1.00
20/02/2024,INV2836,Tax Invoice,Optimal Air CC,-1.00
06/03/2024,INV2871,Tax Invoice,Xtreme Air Control (Pty) Ltd,-1.00
11/03/2024,INV2883,Tax Invoice,Enviroware Construction (Pty) Ltd,-1.00
18/03/2024,INV2901,Tax Invoice,Enviroware Construction (Pty) Ltd,-3.00
25/03/2024,INV2917,Tax Invoice,Hucra Fans,-2.00
28/03/2024,INV2932,Tax Invoice,Ampair (Pty) Ltd,-1.00
03/04/2024,INV2938,Tax Invoice,First Cool cc,-1.00
10/04/2024,INV2951,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
03/06/2024,INV3053,Tax Invoice,Matla Solution Group,-1.00
03/06/2024,INV3053,Tax Invoice,Matla Solution Group,-1.00
03/06/2024,INV3053,Tax Invoice,Matla Solution Group,-1.00
20/06/2024,INV3091,Tax Invoice,OLOT Engineering,-1.00
20/06/2024,INV3092,Tax Invoice,OLOT Engineering,-1.00
09/07/2024,INV3129,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
09/07/2024,INV3132,Tax Invoice,Optimal Air CC,-1.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-1.00
12/07/2024,INV3135,Tax Invoice,Prospec Engineering,-1.00
31/07/2024,INV3190,Tax Invoice,Thenga Holdings (Pty) Ltd,-1.00
02/09/2024,INV3245,Tax Invoice,Optimal Air CC,-1.00
10/09/2024,INV3265,Tax Invoice,Optimal Air CC,-2.00
13/09/2024,INV3270,Tax Invoice,Howden Power a Div of Howden Africa (Pty) LTD,-1.00
17/10/2024,INV3343,Tax Invoice,Boleng Mechanical Engineering Services & Consulting,-1.00
25/10/2024,INV3368,Tax Invoice,Butec,-1.00
25/10/2024,INV3369,Tax Invoice,Estim Construction Zambia Limited,-15.00
28/10/2024,INV3371,Tax Invoice,Usizo Technical Services,-1.00
28/10/2024,INV3371,Tax Invoice,Usizo Technical Services,-1.00
12/12/2024,INV3486,Tax Invoice,Midrand Air Services (Pty) Ltd,-2.00
21/01/2025,INV3512,Tax Invoice,DHD Construction & Projects,-6.00
12/02/2025,INV3562,Tax Invoice,MT Refrigeration,-1.00
25/02/2025,INV3596,Tax Invoice,OLOT Engineering,-1.00
27/02/2025,INV3603,Tax Invoice,Enviroware Construction (Pty) Ltd,-2.00
28/03/2025,INV3665,Tax Invoice,LJ Trading & Projects (Pty) Ltd,-1.00
11/04/2025,INV3688,Tax Invoice,Hucra Fans,-2.00
15/04/2025,INV3697,Tax Invoice,Hucra Fans,-1.00
17/04/2025,INV3705,Tax Invoice,Hucra Fans,-1.00
25/04/2025,INV3712,Tax Invoice,Butec,-4.00
30/04/2025,INV3716,Tax Invoice,SJ Global Construction,-3.00
02/05/2025,SIV3013,Supplier Invoice,Kayites,10.00
12/05/2025,INV3736,Tax Invoice,Butec,-1.00
12/05/2025,INV3736,Tax Invoice,Butec,-1.00
12/05/2025,INV3739,Tax Invoice,MEKAN FACILITIES MANAGEMENT (PTY) LTD,-1.00
13/05/2025,SIV3048,Supplier Invoice,Kayites,3.00
