Code,Description,Type,Category,Supplier,On Hand,Demand,Min,On Order,Lead,Status,   Avg Cost   , Total ,
MT5607502BIF,Majax-2 535 20.D.8-BIF-T200 c/w 7.5 kW 2 Pole 380V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6300186,"MAJAX-3 630 c/w 0,18KW 6P 380V",,FM - DONKIN,,0,,,0,,, R2 597.60 , R12 988.00 ,
MT6300374,"MAJAX-3 630 c/w 0,37KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6300554,"MAJAX-3 630 c/w 0,55KW 4P 380V",,FM - DONKIN,,0,,,0,,, R2 770.00 ,   R                             -    ,
MT6300556,"MAJAX-3 630 c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,, R6 943.86 ,   R                             -    ,
MT6300754,"MAJAX-3 630 c/w 0,75KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6300756,"MAJAX-3 630 c/w 0,75KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT63011002,"MAJAX-3 630 c/w 11,00KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6301104,"MAJAX-3 630 c/w 1,10KW 4P 380V",,FM - DONKIN,,0,,,0,,, R8 466.29 ,   R                             -    ,
MT6301504,"MAJAX-3 630 c/w 1,50KW 4P 380V",,FM - DONKIN,,0,,,0,,, R7 314.90 ,   R                             -    ,
MT6302204,"MAJAX-3 630 c/w 2,20KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6303004,"MAJAX-3 630 c/w 3,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6305502,"MAJAX-3 630 c/w 5,50KW 2P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT6307502,"MAJAX-3 630 c/w 7,50KW 2P 380V",,FM - DONKIN,,0,,,0,,, R11 339.20 ,   R                             -    ,
MT7100554,"MAJAX-3 710 c/w 0,55KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7100556,"MAJAX-3 710 c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7100754,"MAJAX-3 710 c/w 0,75KW 4P 380V",,FM - DONKIN,,0,,,0,,, R6 492.37 ,   R                             -    ,
MT7101104,"MAJAX-3 710 c/w 1,10KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7101106,"MAJAX-3 710 c/w 1,10KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7101504,"MAJAX-3 710 c/w 1,50KW 4P 380V",,FM - DONKIN,,0,,,0,,, R14 506.00 ,   R                             -    ,
MT7101506,"MAJAX-3 710 c/w 1,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7102204,"MAJAX-3 710 c/w 2,20KW 4P 380V",,FM - DONKIN,,0,,,0,,, R9 384.52 ,   R                             -    ,
MT7102206,"MAJAX-3 710 c/w 2,20KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7103004,"MAJAX-3 710 c/w 3,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7103006,"MAJAX-3 710 c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7104004,"MAJAX-3 710 c/w 4,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7104006,"MAJAX-3 710 c/w 4,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7105504,"MAJAX-3 710 c/w 5,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7105506,"MAJAX-3 710 c/w 5,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7107504,"MAJAX-3 710 c/w 7,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT7603004,Majax-2 760-32-E-8 c/w 3.0KW 4P 380V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8000556,"MAJAX-3 800 c/w 0,55KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT80011004,"MAJAX-3 800 c/w 11,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8001106,"MAJAX-3 800 c/w 1,10KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8001504,"MAJAX-3 800 c/w 1,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8001506,"MAJAX-3 800 c/w 1,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8002204,"MAJAX-3 800 c/w 2,20KW 4P 380V",,FM - DONKIN,,0,,,0,,, R7 954.28 , R7 954.28 ,
MT8002206,"MAJAX-3 800 c/w 2,20KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8003004,"MAJAX-3 800 c/w 3,00KW 4P 380V",,FM - DONKIN,,0,,,0,,, R8 741.88 ,   R                             -    ,
MT8003006,"MAJAX-3 800 c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT8004004,"MAJAX-3 800 c/w 4,00KW 4P 380V",,FM - DONKIN,,0,,,0,,, R17 409.60 ,   R                             -    ,
MT8005504,"MAJAX-3 800 c/w 5,50KW 4P 380V",,FM - DONKIN,,0,,,0,,, R12 400.02 ,   R                             -    ,
MT8007504,"MAJAX-3 800 c/w 7,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT90011004,"MAJAX-3 900 c/w 11,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9001104,"MAJAX-3 900 c/w 1,10KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9001106,"MAJAX-3 900 c/w 1,10KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9001504,"MAJAX-3 900 c/w 1,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9001506,"MAJAX-3 900 c/w 1,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9002204,"MAJAX-3 900 c/w 2,20KW 4P 380V",,FM - DONKIN,,0,,,0,,, R9 327.96 , R9 327.96 ,
MT9002206,"MAJAX-3 900 c/w 2,20KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9003004,"MAJAX-3 900 c/w 3,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9003006,"MAJAX-3 900 c/w 3,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9004004,"MAJAX-3 900 c/w 4,00KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9004006,"MAJAX-3 900 c/w 4,00KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9005504,"MAJAX-3 900 c/w 5,50KW 4P 380V",,FM - DONKIN,,0,,,0,,, R18 403.56 ,   R                             -    ,
MT9005506,"MAJAX-3 900 c/w 5,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9007504,"MAJAX-3 900 c/w 7,50KW 4P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MT9007506,"MAJAX-3 900 c/w 7,50KW 6P 380V",,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
MTBELT 500 20.C.8,MAJAX-2 500 BAREFAN BELT DRIVEN,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MTPL5000374,Majax-2 Plate Mounted 500 20.C.8 c/w 0.37 kW 4 Pole 380 V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
MTPL7102204,Majax-2 Plate Mounted 710 20.D.8 c/w 2.2 kW 4 Pole 380 V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
NAME PLATES,Name plates/ engraving plates,,,,0,,,0,,, R31.55 , R15 775.00 ,
NITRO PRO,"includes PDF Editing (Windows, Mac, iOS), unlimited eSigning, and Customer Support.",,,,0,,,0,,, R3 812.63 , R3 812.63 ,
No10 ( 4 . 8mm) *19 PAN/HD POZI SELF TAPPER 10X19 7981,No10 ( 4 . 8mm) *19 PAN/HD POZI SELF TAPPER 10X19 7981,,,,0,,,0,,, R0.30 , R552.00 ,
NONE,AIRMAX-2.850 WALL MOUNT,,FM - DONKIN,,0,,,0,,,   R                         -    ,   R                             -    ,
Non-Taxable Extra's,Non-Taxable Extra's,,Accessories,,0,,,0,,, R1 950.00 , R3 900.00 ,
NRD,Non Return Discharge Dampers,,,,0,,,0,,, R709.45 , R7 803.95 ,
NS40/610/610/300,HEPA FILTER 4000M3/H,,,,112,,,0,,, R4 928.00 , R24 640.00 ,
NS40/610/610/300.,HEPA FILTER 4000M/H,,,,0,,,0,,,   R                         -    ,   R                             -    ,
OUTSTANDING BALANCE,Outstanding Balance for industrial Fans,,,,0,,,0,,,   R                         -    ,   R                             -    ,
Partial Payment,Industrial fan - Partial Payment,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PHPM20B,M20 SCREW-IN BLANKING PLUGS (BLK),,,,0,,,0,,, R6.48 , R648.00 ,
PINE,CRATING 25X114X1.8M,,,,0,,,0,,, R29.99 , R11 276.24 ,
PINE - BXXX 50X76X6.0M,PINE - BXXX 50X76X6.0M,,,,0,,,0,,, R143.21 , R8 019.76 ,
PINE - CRATING 25X114X3 .6M,PINE - CRATING 25X114X3 .6M,,,,0,,,0,,, R42.00 , R2 520.00 ,
Pl Blades,Plastic Blades,,,,0,,,0,,, R42.00 , R46 410.00 ,
Pl Blanks,Plastic Blanks,,,,0,,,0,,, R11.00 , R3 190.00 ,
Plasma Cuts,"Sheets cut(10), Plates cut(56) & Ends Cut(60)",,,,0,,,0,,, R5 600.00 , R5 600.00 ,
PMGB20-13.5,M20 NYLON COMPRESSION GLAND GREY,,,,0,,,0,,, R5.22 , R4 176.00 ,
PMGB25-18,M25 NYLON COMPRESSION GLAND GREY,,,,0,,,0,,, R7.11 , R2 844.00 ,
PQ3070-2RH,0.37KW 2P 400V PAD,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PQ3083-4RH,0.75KW 4P 400V PAD,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PQ3090-4RH,1.1KW 4P 400V PAD,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PRA GLAND FLP Exde BRASS CPR N*1 M20,PRA GLAND FLP Exde BRASS CPR N*1 M20,,,,0,,,0,,, R232.80 , R1 862.40 ,
PRA LOCKNUT BRASS No 0 & 1 - M20,PRA LOCKNUT BRASS No 0 & 1 - M20,,,,0,,,0,,, R8.57 , R34.28 ,
PRA LOCKNUT BRASS No 2 - M25,PRA LOCKNUT BRASS No 2 - M25,,,,0,,,0,,, R13.56 , R54.24 ,
PRA REDUCER FLP Ex d/e 25M-20F,PRA REDUCER FLP Ex d/e 25M-20F,,,,0,,,0,,, R81.49 , R325.96 ,
PROGRAM - Customized Programming Service,Development of web Based Fan Selection Program,,,,0,,,0,,, R30 000.00 , R90 000.00 ,
Project Name,The Precint,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PRPFAN822,FAC30/4 Propeller Fan,,,,0,,,0,,, R1 447.50 , R1 447.50 ,
PTAVAV23795,VCD 200 S595 SW 1.00KW MLM 24V Master,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PTAVAV23796,VCD 250 S595 SW 1.25KW MLM 24V Master,,,,19,,,0,,,   R                         -    ,   R                             -    ,
PVT/20,PVT/20 c/w 130W 2880RPM 220V,,,,19,,,0,,,   R                         -    ,   R                             -    ,
PVT/30,PVT/30 c/w 380W 2800RPM 220V,,,,15,,,0,,, R537.50 , R5 375.00 ,
PVT/40,PVT/40 c/w 1.1kW 2800RPM 220V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
PVT/50,PVT /50 c/w 2.2KkW 2800RPM 220V,,,,19,,,0,,, R2 965.69 , R29 656.90 ,
PWT PI150 0R7G3Z,PI150 VSD 0.75KW 380V IP20 BRK,,,,19,,,0,,, R3 808.90 , R7 617.80 ,
QCP-,Data Book,,,,0,,,0,,,   R                         -    ,   R                             -    ,
QD GP 5LT,QD GREY PRIMER 5LT,,,,15,,,0,,, R243.48 , R243.48 ,
RA,1500x600x850 long Rectangular Attenuator,,,,0,,,0,,, R7 907.00 ,   R                             -    ,
RAD100,RAD 100,,FM - KAYITES,,0,,,0,,, R460.87 , R5 069.57 ,
RAD125,RAD 125,,FM - KAYITES,,0,,,0,,, R516.49 , R6 197.88 ,
RAD150,RAD 150,,FM - KAYITES,,0,,,0,,, R517.79 , R7 766.85 ,
RAD160,RAD 160,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
RAD200,RAD 200,,FM - KAYITES,,2,,,0,,, R706.07 , R4 236.42 ,
RAD250,RAD 250,,FM - KAYITES,,0,,,0,,, R776.68 , R24 077.08 ,
RAD315,RAD 315,,FM - KAYITES,,0,,,0,,, R941.43 , R20 711.46 ,
RAD355,RAD 355,,FM - KAYITES,,6,,,0,,, R1 684.24 , R25 263.60 ,
RB Flex,Flexible connection,,,,0,,,0,,,   R                         -    ,   R                             -    ,
RB7/0.5,SISW c/w 0.55 kW 2P 380V,,,,0,,,0,,,   R                         -    ,   R                             -    ,
REC10050,REC 100-50,,FM - KAYITES,,0,,,0,,, R10 123.17 , R10 123.17 ,
REC3015,REC 30-15,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
REC4020A,REC 40-20 A,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
REC4020B,REC 40-20 B,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
REC5025,REC 50-25,,FM - KAYITES,,0,,,0,,, R989.28 , R1 978.56 ,
REC6030,REC 60-30,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
REC6035,REC 60-35,,FM - KAYITES,,0,,,0,,, R3 603.38 , R32 430.42 ,
REC7040,REC 70-40,,FM - KAYITES,,0,,,0,,, R4 569.86 ,   R                             -    ,
REC8050,REC 80-50,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
RENTAL,RENTAL,,,,0,,,0,,, R41 500.00 , R332 000.00 ,
RepairCMP,Repair teh casing by replacing the flange to be 3mm thick and re-paint entire casing,,,,0,,,0,,, R550.00 , R1 100.00 ,
Repairr,Mahindra repair chip,,,,0,,,0,,,   R                         -    ,   R                             -    ,
Rewind Motors,From 400V to 525V,,,,0,,,0,,, R2 431.50 , R53 493.00 ,
Rewind To,525V,,,,0,,,0,,, R2 193.00 , R6 579.00 ,
RIGM6,RIGID POC FILTERS 600X600X600 M6 6POC,,,,0,,,0,,, R1 050.00 , R16 800.00 ,
Roshcon,Ducting,,,,0,,,0,,,   R                         -    ,   R                             -    ,
RS1-400,Controller 1.8 amp ( Excl.J.Box),,,,0,,,0,,,   R                         -    ,   R                             -    ,
RV+02-4 Inch,Safety Valve - Press 300- 600mBar - 4Inch,,,,0,,,0,,,   R                         -    ,   R                             -    ,
RV02-4,Safety Valve - Press 300-600mBar - 4,,,,0,,,0,,, R4 464.00 ,   R                             -    ,
RW0.14220,Rewind 0.1Kw 1430rpm 230V Motor Suitable for 60Hz Operation,,FM - LUCK & KING,,0,,,0,,, R1 930.00 , R3 860.00 ,
S/S,Pleated Panel Filter 595 x 595 x 48,,,,0,,,0,,, R202.45 , R2 429.40 ,
S1,Silencers,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA,Skid Assembly,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA06/GF,900 X 600 X 1200 Rectangular Attenuator,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA07/GF,600 X 600 X 1200 Rectangular Attenuator,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA08/GF,1500 X 600 X 1200 Rectangular Attenuator,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA10/GF,1800 X 350 X 1200 Rectangular Attenuator,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA11/GF,1800 X 350 X 1200 Rectangular Attenuator,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SA12/GF,630mm Dia 1.5D Silencer,,,,2,,,0,,,   R                         -    ,   R                             -    ,
SACFW500B10P0T4DB20G2,VSD 4KW 380V 10A,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SACFW500D24P0T4DB20G2,VSD 11KW 380V 24A,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SAF-1.5 Inch,- Inlet Wire Screen Mesh - 1.5Inch,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SAF4,Inlet Wire Screen Mesh - 4 inch,,,,0,,,0,,, R1 051.00 ,   R                             -    ,
SAF-4 Inch -,- Inlet Wire Screen Mesh - 4Inch,,,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL280,SAL 280,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL315,SAL 315,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL355,SAL 355,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL400,SAL 400,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL450,SAL 450,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL500,SAL 500,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL560,SAL 560,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL630,SAL 630,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAL710,SAL 710,,FM - KAYITES,,0,,,0,,,   R                         -    ,   R                             -    ,
SAV STICKERS,Solvent Printed SAV Stickers - Rounded Corners - (108mm x 88mm),,,,0,,,0,,, R1.69 , R1 014.00 ,
SCB0820-1.3kW-M,Side Channel Blower - 1.3kW-M - 1 1/2 - 230V,,FM - FPZ,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD2M0.7kWb,SCB D2M 0.7kW - 220V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD2T0.7kWB,SCB D2T 0.7kW - 400V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD3M1.3kWB,SCB D3M 1.3kW - 220V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD3T0.85kWB,SCB D3T 0.85kW - 400V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD3T1.3kWB,SCB D3T 1.3kW - 400V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
SCBD4M1.3kWB,SCB D4M 1.3kW - 220V,,FM - BLOWER,,0,,,0,,,   R                         -    ,   R                             -    ,
